symbol,date,close,price,provider
PCAR,2025-10-25,100.13,,finnhub
TENJ,2025-10-25,25.1454,,finnhub
GOOGL,2025-10-25,259.92,,finnhub
TEPD,2025-10-25,0.0,,finnhub
TEPA,2025-10-25,0.0,,finnhub
TETV,2025-10-25,0.0,,finnhub
TEED,2025-10-25,0.0,,finnhub
MICROSTRATEGY,2025-10-25,0.0,,finnhub
TEYZ,2025-10-25,0.0,,finnhub
SBILIFE,2025-10-25,0.0,,finnhub
TEYI,2025-10-25,0.0,,finnhub
TEQJ,2025-10-25,0.0,,finnhub
YINN,2025-10-25,50.75,,finnhub
TEJI,2025-10-25,0.0,,finnhub
TEAC,2025-10-25,0.0,,finnhub
TEKB,2025-10-25,0.0,,finnhub
TESB,2025-10-25,0.0,,finnhub
CLSK,2025-10-25,19.365,,finnhub
YANG,2025-10-25,22.0,,finnhub
TDVW,2025-10-25,0.0,,finnhub
TESJ,2025-10-25,0.0,,finnhub
TEKI,2025-10-25,0.0,,finnhub
TEUQ,2025-10-25,0.0,,finnhub
TEMG,2025-10-25,0.0,,finnhub
TEIK,2025-10-25,0.0,,finnhub
TEVQ,2025-10-25,0.0,,finnhub
TEZH,2025-10-25,0.0,,finnhub
TEMI,2025-10-25,0.0,,finnhub
SWCH,2025-10-25,0.0,,finnhub
TEUL,2025-10-25,0.0,,finnhub
TEHR,2025-10-25,0.0,,finnhub
TEFH,2025-10-25,0.0,,finnhub
TERO,2025-10-25,0.0,,finnhub
TEGM,2025-10-25,0.0,,finnhub
PG,2025-10-25,152.49,,finnhub
TEJW,2025-10-25,0.0,,finnhub
TEXZ,2025-10-25,0.0,,finnhub
TEGR,2025-10-25,0.0,,finnhub
V,2025-10-25,347.38,,finnhub
TELM,2025-10-25,0.0,,finnhub
SNPF,2025-10-25,0.0,,finnhub
TDWJ,2025-10-25,0.0,,finnhub
TEIH,2025-10-25,0.0,,finnhub
TELL,2025-10-25,0.0,,finnhub
SPYG,2025-10-25,106.23,,finnhub
QCOM,2025-10-25,168.94,,finnhub
TEGI,2025-10-25,0.0,,finnhub
KOTAKBANK,2025-10-25,0.0,,finnhub
TEXF,2025-10-25,0.0,,finnhub
TEPS,2025-10-25,0.0,,finnhub
TEXB,2025-10-25,0.0,,finnhub
TCMU,2025-10-25,0.0,,finnhub
TEGX,2025-10-25,0.0,,finnhub
TECU,2025-10-25,0.0,,finnhub
TDIV,2025-10-25,100.9176,,finnhub
TEGE,2025-10-25,0.0,,finnhub
TEVD,2025-10-25,0.0,,finnhub
TEWO,2025-10-25,0.0,,finnhub
TEHD,2025-10-25,0.0,,finnhub
TEFV,2025-10-25,0.0,,finnhub
TETB,2025-10-25,0.0,,finnhub
TENX,2025-10-25,7.39,,finnhub
STPK,2025-10-25,0.0,,finnhub
HEROMOTOCO,2025-10-25,0.0,,finnhub
TEZC,2025-10-25,0.0,,finnhub
TENU,2025-10-25,0.0,,finnhub
TESM,2025-10-25,0.0,,finnhub
TERJ,2025-10-25,0.0,,finnhub
TEGJ,2025-10-25,0.0,,finnhub
TESK,2025-10-25,0.0,,finnhub
TEXI,2025-10-25,0.0,,finnhub
NDAQ,2025-10-25,88.44,,finnhub
TERU,2025-10-25,0.0,,finnhub
TCMW,2025-10-25,0.0,,finnhub
TEZF,2025-10-25,0.0,,finnhub
TEVR,2025-10-25,0.0,,finnhub
TEUV,2025-10-25,0.0,,finnhub
TEXT,2025-10-25,0.0,,finnhub
DXCL,2025-10-25,0.0,,finnhub
TDVY,2025-10-25,0.0,,finnhub
TEUU,2025-10-25,0.0,,finnhub
GE,2025-10-25,303.87,,finnhub
TEHQ,2025-10-25,0.0,,finnhub
TELN,2025-10-25,0.0,,finnhub
TEKY,2025-10-25,39.8797,,finnhub
TELF,2025-10-25,0.0,,finnhub
TELQ,2025-10-25,0.0,,finnhub
TESS,2025-10-25,0.0,,finnhub
TEVN,2025-10-25,0.0,,finnhub
CME,2025-10-25,269.54,,finnhub
TDAP,2025-10-25,0.0,,finnhub
TEKA,2025-10-25,0.0,,finnhub
HDFC,2025-10-25,0.0,,finnhub
TEQT,2025-10-25,0.0,,finnhub
SOXS,2025-10-25,3.72,,finnhub
SBUX,2025-10-25,86.09,,finnhub
TETI,2025-10-25,0.0,,finnhub
TEPE,2025-10-25,0.0,,finnhub
TEGS,2025-10-25,0.0,,finnhub
TEIY,2025-10-25,0.0,,finnhub
TEXK,2025-10-25,0.0,,finnhub
SBIN,2025-10-25,0.0,,finnhub
TEQB,2025-10-25,0.0,,finnhub
MSCI,2025-10-25,542.29,,finnhub
PIDILITIND,2025-10-25,0.0,,finnhub
TEHL,2025-10-25,0.0,,finnhub
TEKU,2025-10-25,0.0,,finnhub
SPGI,2025-10-25,489.45,,finnhub
TCMV,2025-10-25,0.0,,finnhub
TETE,2025-10-25,0.0,,finnhub
QTEC,2025-10-25,239.43,,finnhub
TESQ,2025-10-25,0.0,,finnhub
ACN,2025-10-25,247.65,,finnhub
TELP,2025-10-25,0.0,,finnhub
TEUT,2025-10-25,0.0,,finnhub
TEGY,2025-10-25,0.0,,finnhub
MDLZ,2025-10-25,60.77,,finnhub
TEPB,2025-10-25,0.0,,finnhub
TEKH,2025-10-25,0.0,,finnhub
TELZ,2025-10-25,0.0,,finnhub
TEYP,2025-10-25,0.0,,finnhub
GRANITESHARES,2025-10-25,0.0,,finnhub
TEKO,2025-10-25,0.0,,finnhub
SLVX,2025-10-25,0.0,,finnhub
TETS,2025-10-25,0.0,,finnhub
TEGF,2025-10-25,0.0,,finnhub
TEFO,2025-10-25,0.0,,finnhub
TESN,2025-10-25,0.0,,finnhub
TM,2025-10-25,205.37,,finnhub
TCMD,2025-10-25,15.1,,finnhub
TERH,2025-10-25,0.0,,finnhub
KAMMONT,2025-10-25,0.0,,finnhub
TEIA,2025-10-25,0.0,,finnhub
TCMS,2025-10-25,0.0,,finnhub
TEHH,2025-10-25,0.0,,finnhub
SAIL,2025-10-25,22.35,,finnhub
TEIG,2025-10-25,0.0,,finnhub
TEOW,2025-10-25,0.0,,finnhub
MSTR,2025-10-25,289.08,,finnhub
TEVK,2025-10-25,0.0,,finnhub
3XBULL,2025-10-25,0.0,,finnhub
SYNC,2025-10-25,0.0,,finnhub
TEVH,2025-10-25,0.0,,finnhub
RTX,2025-10-25,178.65,,finnhub
MCHP,2025-10-25,63.17,,finnhub
TENC,2025-10-25,0.0,,finnhub
PHLX,2025-10-25,0.0,,finnhub
VANECK,2025-10-25,0.0,,finnhub
TEOJ,2025-10-25,0.0,,finnhub
TDXG,2025-10-25,0.0,,finnhub
TEKL,2025-10-25,0.0,,finnhub
TEMK,2025-10-25,0.0,,finnhub
TEYN,2025-10-25,0.0,,finnhub
TEEZ,2025-10-25,0.0,,finnhub
TEFG,2025-10-25,0.0,,finnhub
TEYM,2025-10-25,0.0,,finnhub
INTU,2025-10-25,683.09,,finnhub
TEZJ,2025-10-25,0.0,,finnhub
TEYH,2025-10-25,0.0,,finnhub
TELH,2025-10-25,0.0,,finnhub
TELW,2025-10-25,0.0,,finnhub
TECM,2025-10-25,0.0,,finnhub
TEKD,2025-10-25,0.0,,finnhub
TEKP,2025-10-25,0.0,,finnhub
TEZA,2025-10-25,0.0,,finnhub
AXISBANK,2025-10-25,0.0,,finnhub
TEMJ,2025-10-25,0.0,,finnhub
ICAPG,2025-10-25,0.0,,finnhub
GBTC,2025-10-25,86.69,,finnhub
SPLG,2025-10-25,79.67,,finnhub
TEOT,2025-10-25,0.0,,finnhub
TELG,2025-10-25,0.0,,finnhub
TECY,2025-10-25,0.0,,finnhub
RELIANCE,2025-10-25,0.0,,finnhub
TEUA,2025-10-25,0.0,,finnhub
CSCO,2025-10-25,70.63,,finnhub
TEUD,2025-10-25,0.0,,finnhub
TEJX,2025-10-25,0.0,,finnhub
TEGD,2025-10-25,0.0,,finnhub
COIN,2025-10-25,354.46,,finnhub
TERG,2025-10-25,0.0,,finnhub
TEQY,2025-10-25,0.0,,finnhub
TEWV,2025-10-25,0.0,,finnhub
TEHC,2025-10-25,0.0,,finnhub
NFLX,2025-10-25,1094.69,,finnhub
TAPU,2025-10-25,0.0,,finnhub
UMDD,2025-10-25,25.9,,finnhub
TEKM,2025-10-25,0.0,,finnhub
TEML,2025-10-25,0.0,,finnhub
INDIGO,2025-10-25,0.0,,finnhub
TEUJ,2025-10-25,0.0,,finnhub
TESP,2025-10-25,0.0,,finnhub
TEXY,2025-10-25,0.0,,finnhub
TEJO,2025-10-25,0.0,,finnhub
TEID,2025-10-25,0.0,,finnhub
TEKN,2025-10-25,0.0,,finnhub
TEXC,2025-10-25,0.0,,finnhub
TCDX,2025-10-25,0.0,,finnhub
TEUN,2025-10-25,0.0,,finnhub
TERK,2025-10-25,0.0,,finnhub
TDVV,2025-10-25,0.0,,finnhub
TEVY,2025-10-25,0.0,,finnhub
TEUP,2025-10-25,0.0,,finnhub
PROSHARES,2025-10-25,0.0,,finnhub
TEPZ,2025-10-25,0.0,,finnhub
TEHE,2025-10-25,0.0,,finnhub
FTNT,2025-10-25,85.56,,finnhub
SPXL,2025-10-25,220.0,,finnhub
TEOM,2025-10-25,0.0,,finnhub
TEFX,2025-10-25,0.0,,finnhub
TEJD,2025-10-25,0.0,,finnhub
TEQL,2025-10-25,0.0,,finnhub
HD,2025-10-25,386.68,,finnhub
INFY,2025-10-25,17.48,,finnhub
TELV,2025-10-25,0.0,,finnhub
TEZK,2025-10-25,0.0,,finnhub
TEHV,2025-10-25,0.0,,finnhub
TEFF,2025-10-25,0.0,,finnhub
TEHO,2025-10-25,0.0,,finnhub
TEMC,2025-10-25,0.0,,finnhub
TEPR,2025-10-25,0.0,,finnhub
TEMP,2025-10-25,51.605,,finnhub
TEPM,2025-10-25,0.0,,finnhub
SUAV,2025-10-25,0.0,,finnhub
TEZQ,2025-10-25,0.0,,finnhub
GOLDMANSACHS,2025-10-25,0.0,,finnhub
TEXL,2025-10-25,0.0,,finnhub
TCFL,2025-10-25,0.0,,finnhub
TEIX,2025-10-25,0.0,,finnhub
BITMINER,2025-10-25,0.0,,finnhub
TEFI,2025-10-25,0.0,,finnhub
AMZN,2025-10-25,224.21,,finnhub
URTY,2025-10-25,56.97,,finnhub
TAYX,2025-10-25,0.0,,finnhub
BLACKROCK,2025-10-25,0.0,,finnhub
SYNN,2025-10-25,0.0,,finnhub
AMEX,2025-10-25,0.0,,finnhub
TETL,2025-10-25,0.0,,finnhub
SNPB,2025-10-25,0.0,,finnhub
RIOT,2025-10-25,21.42,,finnhub
TEUR,2025-10-25,0.0,,finnhub
TEMH,2025-10-25,0.0,,finnhub
TEZB,2025-10-25,0.0,,finnhub
TCMM,2025-10-25,0.0,,finnhub
TEUF,2025-10-25,0.0,,finnhub
TEUM,2025-10-25,0.0,,finnhub
TAXI,2025-10-25,51.085,,finnhub
STNE,2025-10-25,19.0,,finnhub
CTSH,2025-10-25,67.86,,finnhub
TEYQ,2025-10-25,0.0,,finnhub
TEEM,2025-10-25,0.0,,finnhub
TEJZ,2025-10-25,0.0,,finnhub
TETG,2025-10-25,0.0,,finnhub
TEJT,2025-10-25,0.0,,finnhub
TEYV,2025-10-25,0.0,,finnhub
TESV,2025-10-25,0.0,,finnhub
LGVN,2025-10-25,0.92,,finnhub
BRK.B,2025-10-25,492.1,,finnhub
TETR,2025-10-25,0.0,,finnhub
PEP,2025-10-25,151.55,,finnhub
TEGH,2025-10-25,0.0,,finnhub
TESL,2025-10-25,26.9297,,finnhub
TEOE,2025-10-25,0.0,,finnhub
LT,2025-10-25,0.0,,finnhub
TEUW,2025-10-25,0.0,,finnhub
TEVW,2025-10-25,0.0,,finnhub
APP,2025-10-25,620.0,,finnhub
TDAPU,2025-10-25,0.0,,finnhub
TEGT,2025-10-25,0.0,,finnhub
TEYG,2025-10-25,0.0,,finnhub
TENQ,2025-10-25,0.0,,finnhub
SNLN,2025-10-25,0.0,,finnhub
TENL,2025-10-25,0.0,,finnhub
TEPO,2025-10-25,0.0,,finnhub
TEYR,2025-10-25,0.0,,finnhub
HDFCLIFE,2025-10-25,0.0,,finnhub
TEOP,2025-10-25,0.0,,finnhub
SOS,2025-10-25,1.81,,finnhub
TEKR,2025-10-25,0.0,,finnhub
TESG,2025-10-25,0.0,,finnhub
TEEX,2025-10-25,0.0,,finnhub
JSWSTEEL,2025-10-25,0.0,,finnhub
NYSE,2025-10-25,0.0,,finnhub
TEHS,2025-10-25,0.0,,finnhub
TETF,2025-10-25,0.0,,finnhub
TEPP,2025-10-25,0.0,,finnhub
CRM,2025-10-25,254.83,,finnhub
TEQS,2025-10-25,0.0,,finnhub
TEWJ,2025-10-25,0.0,,finnhub
TEWX,2025-10-25,0.0,,finnhub
TEXJ,2025-10-25,0.0,,finnhub
CDNS,2025-10-25,345.1,,finnhub
RBLX,2025-10-25,127.71,,finnhub
TEWT,2025-10-25,0.0,,finnhub
LLY,2025-10-25,825.45,,finnhub
TCMY,2025-10-25,0.0,,finnhub
UPRD,2025-10-25,0.0,,finnhub
TEXG,2025-10-25,0.0009,,finnhub
SNPC,2025-10-25,0.0,,finnhub
SOXL,2025-10-25,43.14,,finnhub
TEKC,2025-10-25,0.0,,finnhub
TETA,2025-10-25,0.0,,finnhub
SUMC,2025-10-25,0.0,,finnhub
TEHP,2025-10-25,0.0,,finnhub
TEJG,2025-10-25,0.0,,finnhub
TENZ,2025-10-25,0.0,,finnhub
TELR,2025-10-25,0.0,,finnhub
TEAK,2025-10-25,0.0,,finnhub
TEAM,2025-10-25,162.64,,finnhub
TEOO,2025-10-25,0.0,,finnhub
TEME,2025-10-25,0.0,,finnhub
TEEP,2025-10-25,0.0,,finnhub
TERZ,2025-10-25,0.0,,finnhub
SWAN,2025-10-25,32.87,,finnhub
TELU,2025-10-25,0.0,,finnhub
NVDA,2025-10-25,186.26,,finnhub
TEYS,2025-10-25,0.0,,finnhub
TEGK,2025-10-25,0.0,,finnhub
AVGO,2025-10-25,354.13,,finnhub
TEVP,2025-10-25,0.0,,finnhub
HDFCBANK,2025-10-25,0.0,,finnhub
TEZM,2025-10-25,0.0,,finnhub
TELT,2025-10-25,0.0,,finnhub
TEIZ,2025-10-25,0.0,,finnhub
TCEA,2025-10-25,0.0,,finnhub
TEFN,2025-10-25,0.0,,finnhub
ADI,2025-10-25,238.01,,finnhub
TEFU,2025-10-25,0.0,,finnhub
TERL,2025-10-25,0.0,,finnhub
TELJ,2025-10-25,0.0,,finnhub
TEPT,2025-10-25,0.0,,finnhub
SCYB,2025-10-25,26.63,,finnhub
TEKX,2025-10-25,44.1234,,finnhub
TEQZ,2025-10-25,0.0,,finnhub
BKNG,2025-10-25,5146.16,,finnhub
TESZ,2025-10-25,0.0,,finnhub
TECX,2025-10-25,17.15,,finnhub
TEYJ,2025-10-25,0.0,,finnhub
TEWD,2025-10-25,0.0,,finnhub
TEPH,2025-10-25,0.0,,finnhub
TESU,2025-10-25,0.0,,finnhub
TEIV,2025-10-25,0.0,,finnhub
MORGANSTANLEY,2025-10-25,0.0,,finnhub
BITFARMS,2025-10-25,0.0,,finnhub
TENT,2025-10-25,0.0,,finnhub
TEYL,2025-10-25,0.0,,finnhub
CBOE,2025-10-25,238.75,,finnhub
TEJH,2025-10-25,0.0,,finnhub
WELLSFARGO,2025-10-25,0.0,,finnhub
TEFB,2025-10-25,0.0,,finnhub
TEJS,2025-10-25,0.0,,finnhub
PFE,2025-10-25,24.76,,finnhub
DPST,2025-10-25,87.31,,finnhub
TEMR,2025-10-25,0.0,,finnhub
TEPI,2025-10-25,0.0,,finnhub
SNPD,2025-10-25,26.8252,,finnhub
TELI,2025-10-25,0.0,,finnhub
INTC,2025-10-25,38.28,,finnhub
HODL,2025-10-25,31.27,,finnhub
TEZP,2025-10-25,0.0,,finnhub
TEMS,2025-10-25,0.0,,finnhub
TEXR,2025-10-25,0.0,,finnhub
TDVZ,2025-10-25,0.0,,finnhub
TITAN,2025-10-25,0.0,,finnhub
GILD,2025-10-25,120.94,,finnhub
TASI,2025-10-25,0.0,,finnhub
MCHI,2025-10-25,64.51,,finnhub
TEKT,2025-10-25,0.0,,finnhub
TEQN,2025-10-25,0.0,,finnhub
TETW,2025-10-25,0.0,,finnhub
NESTLEIND,2025-10-25,0.0,,finnhub
SUMN,2025-10-25,0.0,,finnhub
TEHU,2025-10-25,0.0,,finnhub
TDJF,2025-10-25,0.0,,finnhub
TEFJ,2025-10-25,0.0,,finnhub
TEMV,2025-10-25,0.0,,finnhub
TEOI,2025-10-25,0.0,,finnhub
TERD,2025-10-25,0.0,,finnhub
COLPAL,2025-10-25,0.0,,finnhub
TETC,2025-10-25,0.0,,finnhub
TEJB,2025-10-25,0.0,,finnhub
TENS,2025-10-25,0.0,,finnhub
TEVM,2025-10-25,0.0,,finnhub
MOGO,2025-10-25,1.73,,finnhub
TEPV,2025-10-25,0.0,,finnhub
SWIM,2025-10-25,7.98,,finnhub
TEYC,2025-10-25,0.0,,finnhub
LIN,2025-10-25,446.0,,finnhub
SPMO,2025-10-25,121.71,,finnhub
TCFC,2025-10-25,0.0,,finnhub
TEHJ,2025-10-25,0.0,,finnhub
TEXU,2025-10-25,23.0864,,finnhub
TEYW,2025-10-25,0.0,,finnhub
JPM,2025-10-25,300.44,,finnhub
ICICIBANK,2025-10-25,0.0,,finnhub
SNPJ,2025-10-25,0.0,,finnhub
TEVA,2025-10-25,18.95,,finnhub
TEZV,2025-10-25,0.0,,finnhub
SCHWAB,2025-10-25,0.0,,finnhub
TEGC,2025-10-25,0.0,,finnhub
AMAT,2025-10-25,228.75,,finnhub
TEPJ,2025-10-25,0.0,,finnhub
TEGV,2025-10-25,0.0,,finnhub
TESR,2025-10-25,0.0,,finnhub
TEUH,2025-10-25,0.0,,finnhub
TEEL,2025-10-25,0.0,,finnhub
TEQD,2025-10-25,0.0,,finnhub
BRITANNIA,2025-10-25,0.0,,finnhub
JSWINVEST,2025-10-25,0.0,,finnhub
TETY,2025-10-25,0.0,,finnhub
TEQV,2025-10-25,0.0,,finnhub
TEZR,2025-10-25,0.0,,finnhub
TEHZ,2025-10-25,0.0,,finnhub
TRAD,2025-10-25,0.0,,finnhub
ARM,2025-10-25,170.68,,finnhub
TEMT,2025-10-25,36.34,,finnhub
TEZI,2025-10-25,0.0,,finnhub
SNPE,2025-10-25,61.31,,finnhub
KLAC,2025-10-25,1182.82,,finnhub
ISHARES,2025-10-25,0.0,,finnhub
PZZA,2025-10-25,55.31,,finnhub
TEVF,2025-10-25,0.0,,finnhub
DRIV,2025-10-25,29.9725,,finnhub
TEWH,2025-10-25,0.0,,finnhub
TEXP,2025-10-25,0.0,,finnhub
TEZU,2025-10-25,0.0,,finnhub
TENV,2025-10-25,0.0,,finnhub
BDL,2025-10-25,31.8438,,finnhub
TEEY,2025-10-25,0.0,,finnhub
TEVI,2025-10-25,0.0,,finnhub
DIREXION,2025-10-25,0.0,,finnhub
TEIO,2025-10-25,0.0,,finnhub
TDWI,2025-10-25,0.0,,finnhub
TECV,2025-10-25,0.0,,finnhub
TEYO,2025-10-25,0.0,,finnhub
TEVE,2025-10-25,0.0,,finnhub
TEVS,2025-10-25,0.0,,finnhub
TEPY,2025-10-25,0.0,,finnhub
MOODYS,2025-10-25,0.0,,finnhub
TEZL,2025-10-25,0.0,,finnhub
TEOR,2025-10-25,0.0,,finnhub
TENH,2025-10-25,0.0,,finnhub
SCHW,2025-10-25,94.42,,finnhub
TEHN,2025-10-25,0.0,,finnhub
TEQH,2025-10-25,0.0,,finnhub
ASIANPAINT,2025-10-25,0.0,,finnhub
OKTA,2025-10-25,89.07,,finnhub
BNY,2025-10-25,10.35,,finnhub
NET,2025-10-25,217.85,,finnhub
SPHD,2025-10-25,48.62,,finnhub
TELD,2025-10-25,0.0,,finnhub
TEMM,2025-10-25,0.0,,finnhub
TEPN,2025-10-25,0.0,,finnhub
TEKW,2025-10-25,0.0,,finnhub
TEWG,2025-10-25,0.0,,finnhub
TEYB,2025-10-25,0.0,,finnhub
TEGZ,2025-10-25,0.0,,finnhub
TERC,2025-10-25,0.0,,finnhub
RDOG,2025-10-25,36.268,,finnhub
TETU,2025-10-25,0.0,,finnhub
TEWU,2025-10-25,0.0,,finnhub
TEWW,2025-10-25,0.0,,finnhub
TENG,2025-10-25,0.0,,finnhub
WIPRO,2025-10-25,0.0,,finnhub
TESC,2025-10-25,0.0,,finnhub
TEOK,2025-10-25,0.0,,finnhub
TDVX,2025-10-25,0.0,,finnhub
TCFX,2025-10-25,0.0,,finnhub
TEWB,2025-10-25,0.0,,finnhub
COST,2025-10-25,932.14,,finnhub
SNDA,2025-10-25,26.47,,finnhub
TEOV,2025-10-25,0.0,,finnhub
TEVC,2025-10-25,0.0,,finnhub
TEJY,2025-10-25,0.0,,finnhub
MA,2025-10-25,573.67,,finnhub
SNRG,2025-10-25,0.0233,,finnhub
HON,2025-10-25,216.14,,finnhub
AMD,2025-10-25,252.92,,finnhub
TEEN,2025-10-25,0.0,,finnhub
TERI,2025-10-25,0.0,,finnhub
TEIE,2025-10-25,0.0,,finnhub
TESY,2025-10-25,0.0,,finnhub
TECK,2025-10-25,42.51,,finnhub
TEQF,2025-10-25,0.0,,finnhub
TEUY,2025-10-25,0.0,,finnhub
TEIB,2025-10-25,0.0,,finnhub
TEWZ,2025-10-25,0.0,,finnhub
TEXW,2025-10-25,0.0,,finnhub
TENI,2025-10-25,0.0,,finnhub
BITI,2025-10-25,18.9,,finnhub
TETT,2025-10-25,0.0,,finnhub
TEJJ,2025-10-25,0.0,,finnhub
TEZY,2025-10-25,0.0,,finnhub
TEFA,2025-10-25,0.0,,finnhub
TEXX,2025-10-25,0.0,,finnhub
PIJA,2025-10-25,0.0,,finnhub
TEII,2025-10-25,0.0,,finnhub
BOBARINKA,2025-10-25,0.0,,finnhub
TEMZ,2025-10-25,0.0,,finnhub
BAJAJFINSV,2025-10-25,0.0,,finnhub
VANGUARDGROUP,2025-10-25,0.0,,finnhub
TEEW,2025-10-25,0.0,,finnhub
TESH,2025-10-25,0.0,,finnhub
SUMG,2025-10-25,0.0,,finnhub
BAJAJHOLDIN,2025-10-25,0.0,,finnhub
TEZN,2025-10-25,0.0,,finnhub
TEIJ,2025-10-25,0.0,,finnhub
CRWD,2025-10-25,527.32,,finnhub
AUXBANKIN,2025-10-25,0.0,,finnhub
TECT,2025-10-25,0.0,,finnhub
TATAMOTORS,2025-10-25,0.0,,finnhub
TEQU,2025-10-25,0.0,,finnhub
KONE,2025-10-25,0.0,,finnhub
TEWQ,2025-10-25,0.0,,finnhub
WMT,2025-10-25,106.17,,finnhub
TEPU,2025-10-25,0.0,,finnhub
TEON,2025-10-25,0.0,,finnhub
STATESTREET,2025-10-25,0.0,,finnhub
ICAHN,2025-10-25,0.0,,finnhub
TEVZ,2025-10-25,0.0,,finnhub
TEJC,2025-10-25,0.0,,finnhub
TEIR,2025-10-25,0.0,,finnhub
HINDUNILVR,2025-10-25,0.0,,finnhub
TEUC,2025-10-25,0.0,,finnhub
TERT,2025-10-25,0.0,,finnhub
TEHI,2025-10-25,0.0,,finnhub
SUMB,2025-10-25,0.0,,finnhub
TEGA,2025-10-25,0.0,,finnhub
MMM,2025-10-25,168.5,,finnhub
TETZ,2025-10-25,0.0,,finnhub
TEVV,2025-10-25,0.0,,finnhub
TEWY,2025-10-25,0.0,,finnhub
AZO,2025-10-25,3805.56,,finnhub
TEST,2025-10-25,0.0,,finnhub
TDWM,2025-10-25,0.0,,finnhub
SUNPHARMA,2025-10-25,0.0,,finnhub
TEHM,2025-10-25,0.0,,finnhub
TESF,2025-10-25,0.0,,finnhub
PHAT,2025-10-25,13.53,,finnhub
SLYY,2025-10-25,0.0,,finnhub
TELB,2025-10-25,0.0,,finnhub
TEMB,2025-10-25,0.0,,finnhub
TEIL,2025-10-25,0.0,,finnhub
TEWA,2025-10-25,0.0,,finnhub
TEZS,2025-10-25,0.0,,finnhub
SWBI,2025-10-25,10.23,,finnhub
TEQE,2025-10-25,0.0,,finnhub
TEIN,2025-10-25,0.0,,finnhub
TEFW,2025-10-25,0.0,,finnhub
TEWE,2025-10-25,0.0,,finnhub
KO,2025-10-25,69.71,,finnhub
TEXS,2025-10-25,0.0,,finnhub
TCMA,2025-10-25,0.0,,finnhub
TEKG,2025-10-25,0.0,,finnhub
TENN,2025-10-25,0.0,,finnhub
TELK,2025-10-25,0.0,,finnhub
CIPLA,2025-10-25,0.0,,finnhub
TCHI,2025-10-25,25.67,,finnhub
TEFR,2025-10-25,0.0,,finnhub
TELA,2025-10-25,1.48,,finnhub
T,2025-10-25,25.14,,finnhub
TEGO,2025-10-25,0.0,,finnhub
TEQM,2025-10-25,0.0,,finnhub
TESA,2025-10-25,0.0,,finnhub
TEEU,2025-10-25,0.0,,finnhub
DDOG,2025-10-25,156.47,,finnhub
BERKSHIR,2025-10-25,0.0,,finnhub
OBSV,2025-10-25,0.0,,finnhub
TETK,2025-10-25,0.0,,finnhub
TEFM,2025-10-25,0.0,,finnhub
TEFC,2025-10-25,0.0,,finnhub
SPDR,2025-10-25,0.0,,finnhub
TEMQ,2025-10-25,0.0,,finnhub
TEWI,2025-10-25,0.0,,finnhub
SUMA,2025-10-25,0.0,,finnhub
CUBI,2025-10-25,70.11,,finnhub
SRAD,2025-10-25,27.03,,finnhub
TEYE,2025-10-25,0.0,,finnhub
VZ,2025-10-25,38.82,,finnhub
LRCX,2025-10-25,151.68,,finnhub
TEMA,2025-10-25,0.0,,finnhub
